Điểm chuẩn theo phương thức Điểm thi THPT 2024,2024,,,,,
STT,2024,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
1,2024,7480201,Công nghệ thông tin,A00; A01; A16; D90,15,
2,2024,7420201,Công nghệ sinh học,C08; B02; B00; D90,15,
3,2024,7340101,Quản trị kinh doanh,A12; C01; D01; D90,15,
4,2024,7810201,Quản trị khách sạn,C00; D78; D96; C15,15,
5,2024,7340301,Kế toán,A00; A01; D01; D90,15,
6,2024,7340201,Tài chính ngân hàng,A00; A01; D01; D90,15,
7,2024,7580201,Kỹ thuật xây dựng,A00; A01; D07; C01,15,
8,2024,7220201,Ngôn ngữ Anh,D01; D90; D78; A01,15,
